fname,label
clip_0fbe6a92e.wav,no
clip_0eaa5f371.wav,yes
clip_0ad7ff2b3.wav,no
clip_3a6a36714.wav,no
clip_2b77570d1.wav,unknown
clip_636efed37.wav,silence
clip_5d659c05b.wav,silence
clip_086701d22.wav,no
clip_0f2e7e300.wav,off
clip_467752e3e.wav,no
clip_6a2aef138.wav,on
clip_227d68863.wav,silence
clip_201499980.wav,no
clip_02e953509.wav,go
clip_11834017f.wav,no
clip_2a7022411.wav,no
clip_65fbcf999.wav,off
clip_0a438b74c.wav,yes
clip_3a3cd5f80.wav,right
clip_3c0bd3800.wav,on
clip_32c4edbed.wav,go
clip_4d071446d.wav,no
clip_1cc6f43b9.wav,up
clip_648bc0457.wav,left
clip_0b2bc3405.wav,unknown
clip_02a1feff4.wav,left
clip_071dc2408.wav,no
clip_3425ad0a6.wav,on
clip_341b89085.wav,no
clip_1b302a65b.wav,down
clip_6cbafcd6f.wav,right
clip_571ec4a6a.wav,up
clip_280f86309.wav,down
clip_301766438.wav,no
clip_404270f10.wav,yes
clip_19cd590fa.wav,yes
clip_3477069bc.wav,left
clip_5b48c9f17.wav,on
clip_5a0ce7c71.wav,no
clip_47196dfd6.wav,stop
clip_6302aaf50.wav,down
clip_48e4d1c08.wav,off
clip_5bf6b9246.wav,no
clip_569ed943f.wav,no
clip_6a6ba0633.wav,no
clip_1afbc6b31.wav,silence
clip_26d86f561.wav,yes
clip_22047fb9f.wav,go
clip_0eac7967c.wav,no
clip_4937320aa.wav,go
clip_4dffbe987.wav,down
clip_3dd0626d2.wav,yes
clip_4d6ec0549.wav,silence
clip_27497593d.wav,no
clip_6899b6a28.wav,yes
clip_664bb67bf.wav,no
clip_35473d3b8.wav,go
clip_5fae9f785.wav,yes
clip_0c09607d6.wav,right
clip_1d24ca4e7.wav,on
clip_0b77a9e28.wav,on
clip_140a4834a.wav,down
clip_1537aca22.wav,stop
clip_273be8db3.wav,no
clip_32aba1ec2.wav,stop
clip_5eb6fbb2b.wav,no
clip_5004267f7.wav,down
clip_209948a10.wav,on
clip_37565f078.wav,right
clip_179ef7669.wav,up
clip_552a39277.wav,unknown
clip_6f227378c.wav,right
clip_1be4fc1cc.wav,no
clip_6c984a3d5.wav,stop
clip_3644c4d09.wav,go
clip_1c9915b6a.wav,silence
clip_6817a4c89.wav,no
clip_2c5085670.wav,stop
clip_3f8f820bd.wav,silence
clip_197c3384c.wav,no
clip_37cd16ebc.wav,no
clip_44e254991.wav,no
clip_23acb7075.wav,silence
clip_47730d3c0.wav,no
clip_5586cc39d.wav,stop
clip_6e68f3496.wav,yes
clip_1aa3f6980.wav,silence
clip_27c4e815b.wav,up
clip_44423757c.wav,right
clip_3d98a51fd.wav,no
clip_51dad79cf.wav,left
clip_3862d5be7.wav,no
clip_0b99725d7.wav,stop
clip_60368d6f6.wav,no
clip_2e951a51e.wav,yes
clip_3df5e490e.wav,up
clip_55de2c293.wav,no
clip_4122999ee.wav,no
clip_0355ce018.wav,no
clip_2d20ceae5.wav,yes
clip_19d66ef3d.wav,stop
clip_1cc2f4191.wav,silence
clip_1a8eefd91.wav,off
clip_46a2ec82a.wav,left
clip_01eaa73d4.wav,left
clip_2b9faa3fb.wav,off
clip_546635d64.wav,no
clip_303991b54.wav,go
clip_45ef48a60.wav,yes
clip_09d7e79e8.wav,go
clip_2d9c5f470.wav,no
clip_6e77d059b.wav,left
clip_62196ddd8.wav,no
clip_0f4d9ef7e.wav,off
clip_644c2e8d6.wav,no
clip_381615f56.wav,right
clip_62a01e9da.wav,no
clip_3853271a3.wav,unknown
clip_5475f6328.wav,yes
clip_0a4b11900.wav,no
clip_43a16c353.wav,left
clip_5ffd82b67.wav,unknown
clip_1377fa1b0.wav,right
clip_031e95634.wav,silence
clip_28112841f.wav,stop
clip_49bde394a.wav,unknown
clip_147aa6ebb.wav,no
clip_5836e1e4b.wav,silence
clip_24316ec91.wav,go
clip_52f0a9851.wav,no
clip_11587f0f5.wav,off
clip_196ca55ac.wav,go
clip_1bb7468af.wav,no
clip_4a8c03bdf.wav,no
clip_060203919.wav,down
clip_6685cb713.wav,on
clip_6a376480e.wav,right
clip_645a54a10.wav,yes
clip_284253f40.wav,go
clip_62b9212fe.wav,down
clip_1195733c6.wav,on
clip_48c367bdf.wav,silence
clip_667b889e4.wav,stop
clip_11422fdf3.wav,no
clip_4c2694aaf.wav,stop
clip_0772a9cf3.wav,no
clip_0cac2208e.wav,no
clip_2cb88391a.wav,on
clip_6db127ae9.wav,right
clip_3219c48c0.wav,yes
clip_09b6934f5.wav,stop
clip_26cda8e50.wav,no
clip_6547d6321.wav,go
clip_2a1bfe501.wav,unknown
clip_0e6181a1a.wav,off
clip_69111217d.wav,off
clip_4aafd13da.wav,down
clip_0c23775cb.wav,yes
clip_223a2c630.wav,no
clip_2c34ef02a.wav,go
clip_149fbaa4a.wav,off
clip_5081dec94.wav,down
clip_02f671622.wav,stop
clip_2f5ebfaa2.wav,no
clip_0920f9c15.wav,no
clip_363fc9220.wav,up
clip_2c198603e.wav,silence
clip_5b5f4d019.wav,no
clip_547add56f.wav,no
clip_6ecffb72f.wav,stop
clip_593b32221.wav,no
clip_2acf49562.wav,left
clip_5bc64a5d7.wav,no
clip_14b8e390b.wav,yes
clip_45fa26687.wav,no
clip_195f9a312.wav,stop
clip_0a27fd38b.wav,on
clip_6b36de635.wav,off
clip_1013a1e83.wav,go
clip_191824259.wav,no
clip_07c59d1b6.wav,right
clip_0f6df4bd7.wav,yes
clip_051798182.wav,down
clip_0718c1636.wav,yes
clip_5625000e9.wav,no
clip_20c73f654.wav,no
clip_2c2d058da.wav,off
clip_110190078.wav,yes
clip_4bfb400af.wav,down
clip_6508c6700.wav,yes
clip_119b7c700.wav,on
clip_2b4145d20.wav,silence
clip_6ba25a8b9.wav,no
clip_10136a22a.wav,no
clip_567bbab05.wav,yes
clip_2b702e439.wav,silence
clip_5bc1841b3.wav,right
clip_46311329f.wav,down
clip_606af00bf.wav,no
clip_5d17f1967.wav,down
clip_29fc70bd6.wav,no
clip_4f5f7a310.wav,yes
clip_156ade381.wav,off
clip_494157c21.wav,no
clip_41ebdf184.wav,down
clip_528e2d767.wav,right
clip_4b046ef50.wav,stop
clip_3276cc472.wav,unknown
clip_4f4b4c2b7.wav,no
clip_2261b2504.wav,on
clip_3bc448c98.wav,up
clip_078c3689c.wav,unknown
clip_61db2deff.wav,left
clip_0e5e85061.wav,silence
clip_5f6eeffbb.wav,no
clip_3c7a344b9.wav,unknown
clip_48010040b.wav,no
clip_041b4ed94.wav,no
clip_5bd21f1b9.wav,stop
clip_4f7c1d660.wav,unknown
clip_0d328c9cf.wav,right
clip_009291a09.wav,down
clip_01a0642d7.wav,no
clip_68d7f6252.wav,no
clip_5ca038b0f.wav,up
clip_64216e296.wav,on
clip_2d9176ab6.wav,no
clip_3e482b6c8.wav,no
clip_6426a1edf.wav,yes
clip_50f332ed0.wav,no
clip_5d31b89bd.wav,no
clip_5712e6f0a.wav,stop
clip_66932e48c.wav,no
clip_43d4be909.wav,left
clip_085ac86be.wav,right
clip_53909c666.wav,right
clip_152bee393.wav,stop
clip_12420cc11.wav,down
clip_40afafda0.wav,yes
clip_264e0d70a.wav,no
clip_141b474c3.wav,yes
clip_351059092.wav,go
clip_19659948b.wav,down
clip_4b4846362.wav,no
clip_3cb67c104.wav,down
clip_5117246fd.wav,no
clip_38b2643f5.wav,no
clip_0b8ce96ca.wav,no
clip_269ff1334.wav,yes
clip_6caf77aec.wav,go
clip_383c2cf12.wav,no
clip_0915ac821.wav,no
clip_44d73cc00.wav,no
clip_64a831d8f.wav,no
clip_27d8b5220.wav,no
clip_5be27480e.wav,stop
clip_3aaaba32e.wav,no
clip_5312d565c.wav,silence
clip_31ec712b1.wav,go
clip_20fdea4aa.wav,no
clip_3a1810e56.wav,on
clip_30437e28e.wav,no
clip_64f0f567d.wav,down
clip_169303850.wav,up
clip_54d4364e8.wav,no
clip_615032b7f.wav,on
clip_2be6fa573.wav,no
clip_2320b6819.wav,left
clip_6001225db.wav,left
clip_0eb257d9f.wav,no
clip_078ef7f23.wav,no
clip_0ab69fb9b.wav,yes
clip_2dec71208.wav,stop
clip_26577cb9c.wav,on
clip_5ae97ffca.wav,no
clip_546be4af2.wav,stop
clip_3e0c24729.wav,no
clip_5e2b30ba1.wav,no
clip_4896ca41b.wav,no
clip_5322f9f5a.wav,silence
clip_382002c4a.wav,no
clip_14e84fad6.wav,down
clip_04d07d00d.wav,right
clip_6cd7949a9.wav,off
clip_0ceccbe2b.wav,unknown
clip_03eb8622b.wav,no
clip_6052b8866.wav,yes
clip_258049df5.wav,up
clip_52fd394fd.wav,no
clip_4de88749b.wav,unknown
clip_1f28de612.wav,yes
clip_365c16350.wav,down
clip_2ac37e100.wav,yes
clip_0626d9b00.wav,no
clip_474589ba3.wav,yes
clip_21b8aa603.wav,no
clip_62a6fcd73.wav,left
clip_26cd9c0cc.wav,off
clip_426a775bd.wav,left
clip_2846b034c.wav,no
clip_571607a3e.wav,no
clip_18a983014.wav,silence
clip_413a305c6.wav,no
clip_4517f93d8.wav,no
clip_38cd90098.wav,down
clip_61e98bb20.wav,down
clip_38a097986.wav,no
clip_2430ccaf6.wav,yes
clip_1491b98aa.wav,no
clip_1da63601c.wav,stop
clip_434ac3ab3.wav,no
clip_411523efa.wav,no
clip_1372352ba.wav,right
clip_45ce075f1.wav,left
clip_2029e0c6d.wav,no
clip_2ae6601e8.wav,no
clip_3f84a629d.wav,unknown
clip_3ebc69d7d.wav,no
clip_18e16d7fb.wav,on
clip_3f63c0ef9.wav,right
clip_28b8fcd96.wav,no
clip_05a115473.wav,left
clip_438053a8f.wav,off
clip_59a3c86b3.wav,no
clip_0e2930823.wav,go
clip_6bccd6367.wav,unknown
clip_04feb62aa.wav,off
clip_014eb00d7.wav,down
clip_073a68389.wav,no
clip_6c5e80c35.wav,yes
clip_125224f82.wav,unknown
clip_55bddee47.wav,no
clip_5c79c35d4.wav,yes
clip_51cfc13ce.wav,no
clip_37f62e83c.wav,yes
clip_439b429b8.wav,unknown
clip_64994c0d8.wav,up
clip_077e422ae.wav,no
clip_364ed2fe2.wav,no
clip_4def9ebff.wav,off
clip_2c018f761.wav,right
clip_13c1445be.wav,yes
clip_2b309611c.wav,unknown
clip_6559283d5.wav,yes
clip_284ad49f6.wav,unknown
clip_17846e206.wav,stop
clip_03548fee6.wav,left
clip_4c5a21a1a.wav,go
clip_0e324cabf.wav,no
clip_53da3017b.wav,no
clip_5e2039cb5.wav,on
clip_50fb7b570.wav,no
clip_463f071fc.wav,yes
clip_6c6fc4699.wav,down
clip_252128b66.wav,right
clip_2d2c1a6c8.wav,go
clip_22e91b40a.wav,left
clip_115c8885e.wav,no
clip_37fcc310e.wav,unknown
clip_19ba54a3d.wav,off
clip_260b023b3.wav,on
clip_073c23cc8.wav,no
clip_3f79a3455.wav,off
clip_52278484a.wav,unknown
clip_46d01e22b.wav,stop
clip_0d4a8b2b7.wav,no
clip_38c575816.wav,go
clip_4d57e2983.wav,yes
clip_5dfc750c1.wav,up
clip_55523c359.wav,no
clip_6741b9871.wav,no
clip_698ec9561.wav,off
clip_074544edb.wav,stop
clip_61f510817.wav,stop
clip_4d065a1f2.wav,no
clip_4f13ec081.wav,unknown
clip_147d2ff65.wav,stop
clip_4faceec8a.wav,yes
clip_399c34709.wav,yes
clip_3461d41cd.wav,left
clip_4ed188459.wav,off
clip_30e190eca.wav,off
clip_5545eb603.wav,no
clip_32eb5dba2.wav,down
clip_173419537.wav,yes
clip_49a25dd0b.wav,no
clip_6299aa367.wav,no
clip_09f9b4757.wav,up
clip_03eda24d6.wav,up
clip_006f2f8ec.wav,unknown
clip_452f2d4f3.wav,no
clip_6292f651f.wav,no
clip_115e13f74.wav,on
clip_09136fb9d.wav,no
clip_613af84b3.wav,no
clip_571443b5d.wav,no
clip_56d8acd07.wav,no
clip_19165e055.wav,no
clip_5916f268f.wav,stop
clip_29ef52b8f.wav,down
clip_4066a267a.wav,on
clip_0a2b8eb7a.wav,no
clip_4cc043f48.wav,no
clip_02c7660eb.wav,unknown
clip_43ec39683.wav,no
clip_585c1de5b.wav,off
clip_5a92ad495.wav,yes
clip_04d3e43c7.wav,right
clip_330315ecd.wav,up
clip_0fac6948e.wav,off
clip_1c5c5e09d.wav,no
clip_32946e651.wav,go
clip_2edd23b05.wav,silence
clip_16183b31e.wav,left
clip_473b05af9.wav,go
clip_53e18ee32.wav,yes
clip_17918385c.wav,right
clip_6ba3f10e2.wav,right
clip_0ad3b0793.wav,no
clip_04da3ba4a.wav,no
clip_26805f949.wav,left
clip_02420307c.wav,no
clip_5f008bc6a.wav,yes
clip_0b81a170b.wav,unknown
clip_02f0064ea.wav,no
clip_579c4c9df.wav,left
clip_5c3464712.wav,on
clip_4ebfd8d87.wav,no
clip_528a89e3f.wav,go
clip_05d4e4b81.wav,silence
clip_4860ba0e7.wav,off
clip_575810096.wav,left
clip_131126d1c.wav,right
clip_5373cccbb.wav,right
clip_0519a5480.wav,yes
clip_30160ea34.wav,right
clip_3e71de919.wav,go
clip_1a7273aa0.wav,up
clip_48048b1b1.wav,silence
clip_20c5b4bbc.wav,up
clip_1d27e35b3.wav,on
clip_47cde3bf2.wav,no
clip_6a892376f.wav,no
clip_6583ae847.wav,silence
clip_5f2d0f738.wav,no
clip_2f3313dd9.wav,off
clip_67d94b0e8.wav,no
clip_5fbf60be1.wav,silence
clip_0310e8e7a.wav,no
clip_322f9a0f6.wav,unknown
clip_0023980f9.wav,no
clip_6abda32e5.wav,yes
clip_0e5f67ea8.wav,silence
clip_0263f41d0.wav,off
clip_276baf6f3.wav,go
clip_487a3890d.wav,no
clip_6aed4d6ca.wav,no
clip_366af40fd.wav,no
clip_4cea50643.wav,go
clip_37ffc98f6.wav,no
clip_01137fe2f.wav,no
clip_5af70eb50.wav,unknown
clip_2b5033c1f.wav,stop
clip_403136c16.wav,yes
clip_377787513.wav,off
clip_5622ac237.wav,no
clip_62c134a27.wav,no
clip_6001d3ca5.wav,up
clip_2d02e0fd5.wav,no
clip_537f4bc9b.wav,on
clip_4ab03dc6e.wav,on
clip_56015a613.wav,yes
clip_57f53d10f.wav,right
clip_5f5feff3f.wav,left
clip_2bd52d181.wav,unknown
clip_6e8390c56.wav,left
clip_5f7e20442.wav,down
clip_65da05b79.wav,left
clip_4747e8d80.wav,on
clip_0203ceb73.wav,go
clip_591db702c.wav,go
clip_16315ec2e.wav,no
clip_37a169fab.wav,stop
clip_3fff60486.wav,no
clip_2fdb734d5.wav,no
clip_4ef9db190.wav,right
clip_5422e1d2d.wav,yes
clip_40f04e4a4.wav,no
clip_4ccc06041.wav,no
clip_1a5901b10.wav,no
clip_487e7b1c4.wav,right
clip_305c397cf.wav,right
clip_69a5363e5.wav,yes
clip_1f94f9389.wav,yes
clip_4d6871753.wav,no
clip_1f3551fef.wav,no
clip_0ee1a404e.wav,no
clip_1a6b27b14.wav,stop
clip_67dab20d0.wav,no
clip_185bc80b4.wav,yes
clip_4381ca9af.wav,yes
clip_3fac6bed1.wav,no
clip_6db29c3fd.wav,no
clip_3729e77d6.wav,on
clip_3b0b8d716.wav,no
clip_06664a4a4.wav,unknown
clip_21e8371f4.wav,no
clip_177d88c46.wav,unknown
clip_234cb63f2.wav,right
clip_39a5fc73b.wav,off
clip_54682eb41.wav,off
clip_53599e5b6.wav,no
clip_2a3678eb0.wav,off
clip_4bc2258f8.wav,left
clip_222f842c8.wav,down
clip_07787a83f.wav,off
clip_3cc7aec13.wav,no
clip_34d5a2475.wav,left
clip_04f71200a.wav,no
clip_62debb365.wav,left
clip_397aff95f.wav,no
clip_6e6e074e7.wav,stop
clip_4d07afb34.wav,no
clip_3cf198ad8.wav,no
clip_0c195fa0c.wav,no
clip_5ba0c5a7e.wav,off
clip_43f6e1133.wav,no
clip_1f4c8d444.wav,up
clip_416649b75.wav,silence
clip_25ae758d0.wav,down
clip_4ce440e62.wav,silence
clip_660a8e200.wav,silence
clip_59b4bfda8.wav,left
clip_0d23d4fe2.wav,go
clip_57ade9e1e.wav,off
clip_60b2a8a11.wav,no
clip_47cb0e0ab.wav,stop
clip_0f4ae0772.wav,go
clip_46fa4e659.wav,stop
clip_01fe1123c.wav,yes
clip_2808a1e69.wav,up
clip_173c46a8c.wav,unknown
clip_4b2efeaa8.wav,no
clip_1fe2b1183.wav,stop
clip_021baa31c.wav,no
clip_05a39a0b6.wav,no
clip_45e0b3d2a.wav,down
clip_1ced22190.wav,stop
clip_28fb2a45d.wav,no
clip_25c245077.wav,no
clip_2a25350ee.wav,yes
clip_6cfeee3f9.wav,on
clip_1525e9c9c.wav,yes
clip_5b2984260.wav,no
clip_2516810e2.wav,no
clip_58ec824a0.wav,left
clip_41a44f756.wav,silence
clip_4e1d47864.wav,no
clip_3d8a0c82d.wav,go
clip_0971792f2.wav,left
clip_46f725b2d.wav,no
clip_5f53c6e05.wav,right
clip_074a8875c.wav,up
clip_2a35fab55.wav,off
clip_47a0ac3bf.wav,no
clip_34e205913.wav,no
clip_57410bd36.wav,up
clip_2145069b9.wav,no
clip_2b973a6ee.wav,up
clip_36ab8aa01.wav,no
clip_4d536eacf.wav,silence
clip_26ebde93d.wav,off
clip_56aff2fe4.wav,go
clip_398e2ca86.wav,yes
clip_337fe76dd.wav,left
clip_205770a5c.wav,on
clip_004d3f562.wav,on
clip_180ad2a31.wav,down
clip_4aa19d37e.wav,up
clip_3c2ff2930.wav,no
clip_50e390877.wav,right
clip_112f4adac.wav,on
clip_5d23f6eec.wav,up
clip_36ef41fee.wav,left
clip_6ee3d900e.wav,no
clip_01bdd3708.wav,no
clip_07366f5d7.wav,no
clip_50e8cf32a.wav,stop
clip_0a8bf4eb8.wav,no
clip_21ef57187.wav,go
clip_3d17f9ee8.wav,yes
clip_3a2106511.wav,no
clip_4a19a3559.wav,yes
clip_3b15c8155.wav,yes
clip_20417c9c8.wav,left
clip_083eb69e5.wav,silence
clip_286b0b1af.wav,no
clip_38285f1f7.wav,no
clip_4012e76e2.wav,go
clip_6212bc45a.wav,down
clip_2fb813b01.wav,no
clip_5c22e8615.wav,off
clip_0b2df9752.wav,stop
clip_0b74b628f.wav,on
clip_1b4509d4c.wav,no
clip_67eae5186.wav,silence
clip_08226a3d0.wav,up
clip_35158569c.wav,off
clip_0ab61f8d6.wav,no
clip_4251547a7.wav,no
clip_0a4d5c990.wav,no
clip_40e5673aa.wav,no
clip_03179f7a5.wav,no
clip_2ef71418c.wav,no
clip_58e3c71b8.wav,go
clip_4bab020d5.wav,down
clip_1bff346b9.wav,stop
clip_66f513fcd.wav,down
clip_48e701bec.wav,no
clip_13f6d7fab.wav,yes
clip_5c2bfffd8.wav,stop
clip_0d54eb0f5.wav,no
clip_5caf91ca2.wav,go
clip_3f9319ef9.wav,on
clip_148efce56.wav,no
clip_58f5f07da.wav,right
clip_2b254b2c9.wav,down
clip_3d8143cd5.wav,silence
clip_0517036f2.wav,no
clip_3ca5b09d3.wav,no
clip_1f8dad669.wav,off
clip_4d4acabac.wav,no
clip_3602be2fb.wav,no
clip_02d3dc2de.wav,off
clip_146ad20c1.wav,no
clip_080d7c91c.wav,on
clip_1f251a4dc.wav,stop
clip_6ed3d7c5b.wav,yes
clip_09b97cabe.wav,no
clip_3bd40c829.wav,no
clip_21cf277fd.wav,silence
clip_15b83559a.wav,no
clip_6a47ef6ef.wav,no
clip_4cd1af4c5.wav,no
clip_5d8a5e78f.wav,on
clip_2e1415f6c.wav,no
clip_11d678dae.wav,no
clip_3fdffb8da.wav,no
clip_0d6b564f5.wav,no
clip_676633e3f.wav,no
clip_3adb67be0.wav,no
clip_6aacdcff5.wav,yes
clip_66b414d32.wav,no
clip_61b5be839.wav,on
clip_44a030569.wav,off
clip_697a1cb34.wav,no
clip_23619b12b.wav,no
clip_09eaa55f9.wav,yes
clip_5b693db02.wav,yes
clip_04a3b88ae.wav,no
clip_0e054c39f.wav,no
clip_320b98651.wav,unknown
clip_6569ed54d.wav,up
clip_518ad81f9.wav,no
clip_272e2f0bc.wav,no
clip_152be8a46.wav,no
clip_17ae1c356.wav,no
clip_1dc5b8f92.wav,no
clip_61efe3f80.wav,no
clip_5d30e03a9.wav,silence
clip_6ccd7f45d.wav,stop
clip_6df2f16ae.wav,up
clip_64917dbbf.wav,no
clip_56839c44c.wav,no
clip_6df0fcb66.wav,up
clip_3e2869925.wav,yes
clip_1bd62ddb6.wav,down
clip_4459d830e.wav,off
clip_6a05b1ca6.wav,on
clip_1888c0aef.wav,unknown
clip_1a9187ee2.wav,stop
clip_2e7c3a92d.wav,left
clip_163d3a998.wav,no
clip_53f1618de.wav,right
clip_326061297.wav,right
clip_168dfccd1.wav,no
clip_459d1290b.wav,unknown
clip_31ecb1fd6.wav,stop
clip_0a4f125bc.wav,off
clip_3a6366999.wav,no
clip_13fcb90a4.wav,unknown
clip_3bb0a751d.wav,no
clip_62b6ba196.wav,left
clip_39908ebcb.wav,silence
clip_2082a04d8.wav,no
clip_4556089a7.wav,yes
clip_42ee80780.wav,down
clip_3902825ce.wav,no
clip_061e538b2.wav,on
clip_6b5e25173.wav,up
clip_4423a510e.wav,yes
clip_59e1c371d.wav,stop
clip_4a3417bf3.wav,left
clip_07e8a393b.wav,yes
clip_5c2f60215.wav,no
clip_21cf04aaa.wav,no
clip_681d7f89e.wav,yes
clip_2ac225718.wav,go
clip_62e7acf7c.wav,yes
clip_398ddcf7e.wav,no
clip_1221672ca.wav,yes
clip_19acb38d0.wav,yes
clip_0aa8060f4.wav,yes
clip_179f24be2.wav,down
clip_25523d37b.wav,left
clip_41baa2bff.wav,silence
clip_44a51676c.wav,down
clip_58190d0fc.wav,up
clip_303e0094d.wav,no
clip_52d2829fc.wav,on
clip_2890df5d9.wav,off
clip_32b75a5f6.wav,no
clip_4be0ef73a.wav,unknown
clip_66623b556.wav,no
clip_14034c891.wav,unknown
clip_3704eb6bf.wav,no
clip_1e33791ba.wav,no
clip_0407d63c0.wav,no
clip_260a7d090.wav,no
clip_3fdbb7430.wav,yes
clip_6ea58db13.wav,up
clip_0e9a052df.wav,yes
clip_6b2fcc29e.wav,right
clip_4190ad71f.wav,down
clip_52e8c5e91.wav,silence
clip_63631f0dc.wav,right
clip_255ee9251.wav,yes
clip_1fcd6105b.wav,up
clip_1aead5b8b.wav,yes
clip_1ddaaded2.wav,up
clip_0f085ecea.wav,off
clip_15502fb73.wav,no
clip_21d1cd365.wav,silence
clip_3bd72ac22.wav,no
clip_375e36c47.wav,down
clip_61385ccb2.wav,up
clip_1965bbb4a.wav,no
clip_1f3368e48.wav,no
clip_29b766284.wav,unknown
clip_27e752558.wav,left
clip_32b93ff49.wav,yes
clip_51e76031b.wav,go
clip_4e17b6192.wav,go
clip_2ff4dd9e6.wav,up
clip_346d509f6.wav,yes
clip_274780d73.wav,off
clip_4f2207d72.wav,on
clip_117764a97.wav,no
